Gender	Reference period	Province	Population	Age Group	Births	Deaths	Migration Effect
Women	2031	Ontario	336998	70 to 74 years	0.0	4676.0	-204.0
Women	2031	Ontario	245083	75 to 79 years	0.0	5697.0	-112.0
Women	2031	Ontario	140668	80 to 84 years	0.0	6037.0	-58.0
Women	2031	Ontario	67430	85 to 89 years	0.0	5582.0	-4.0
Women	2031	Ontario	19982	90 years and older	0.0	4329.0	-5.0
Men	2031	Manitoba	8135	0 years	8257.0	56.0	-66.0
Men	2031	Manitoba	45281	5 to 9 years	0.0	6.0	-213.0
Men	2031	Manitoba	44449	10 to 14 years	0.0	7.0	-276.0
Men	2031	Manitoba	44368	15 to 19 years	0.0	32.0	-189.0
Men	2031	Manitoba	59668	20 to 24 years	0.0	64.0	194.0
Men	2031	Manitoba	54362	25 to 29 years	0.0	76.0	-494.0
Men	2031	Manitoba	49156	30 to 34 years	0.0	77.0	-520.0
Men	2031	Manitoba	46887	35 to 39 years	0.0	88.0	-447.0
Men	2031	Manitoba	44835	40 to 44 years	0.0	104.0	-302.0
Men	2031	Manitoba	40723	45 to 49 years	0.0	125.0	-202.0
Men	2031	Manitoba	37946	50 to 54 years	0.0	186.0	-150.0
Men	2031	Manitoba	37757	55 to 59 years	0.0	274.0	-122.0
Men	2031	Manitoba	39894	60 to 64 years	0.0	441.0	-60.0
Men	2031	Manitoba	33269	65 to 69 years	0.0	556.0	-34.0
Men	2031	Manitoba	23394	70 to 74 years	0.0	633.0	-43.0
Men	2031	Manitoba	15372	75 to 79 years	0.0	646.0	-14.0
Men	2031	Manitoba	7140	80 to 84 years	0.0	520.0	-7.0
Men	2031	Manitoba	2482	85 to 89 years	0.0	330.0	0.0
Men	2031	Manitoba	418	90 years and older	0.0	127.0	0.0
Women	2031	Manitoba	8159	0 years	8257.0	46.0	-52.0
Women	2031	Manitoba	42186	5 to 9 years	0.0	5.0	-233.0
Women	2031	Manitoba	41885	10 to 14 years	0.0	9.0	-228.0
Women	2031	Manitoba	41262	15 to 19 years	0.0	19.0	-204.0
Women	2031	Manitoba	49774	20 to 24 years	0.0	37.0	-35.0
Women	2031	Manitoba	46192	25 to 29 years	0.0	43.0	-517.0
Women	2031	Manitoba	46456	30 to 34 years	0.0	48.0	-406.0
Women	2031	Manitoba	45793	35 to 39 years	0.0	50.0	-367.0
Women	2031	Manitoba	42977	40 to 44 years	0.0	65.0	-376.0
Women	2031	Manitoba	39946	45 to 49 years	0.0	82.0	-185.0
Women	2031	Manitoba	38644	50 to 54 years	0.0	122.0	-133.0
Women	2031	Manitoba	39330	55 to 59 years	0.0	180.0	-85.0
Women	2031	Manitoba	41261	60 to 64 years	0.0	291.0	-99.0
Women	2031	Manitoba	36073	65 to 69 years	0.0	378.0	-61.0
Women	2031	Manitoba	27839	70 to 74 years	0.0	475.0	-59.0
Women	2031	Manitoba	19654	75 to 79 years	0.0	558.0	-1.0
Women	2031	Manitoba	10889	80 to 84 years	0.0	532.0	-16.0
Women	2031	Manitoba	5146	85 to 89 years	0.0	469.0	0.0
Women	2031	Manitoba	1624	90 years and older	0.0	375.0	0.0
Men	2031	Saskatchewan	6644	0 years	6766.0	43.0	-79.0
Men	2031	Saskatchewan	38386	5 to 9 years	0.0	6.0	-281.0
Men	2031	Saskatchewan	39873	10 to 14 years	0.0	8.0	-227.0
Men	2031	Saskatchewan	37428	15 to 19 years	0.0	34.0	-168.0
Men	2031	Saskatchewan	38407	20 to 24 years	0.0	53.0	-125.0
Men	2031	Saskatchewan	35138	25 to 29 years	0.0	59.0	-574.0
Men	2031	Saskatchewan	38958	30 to 34 years	0.0	70.0	-460.0
Men	2031	Saskatchewan	41582	35 to 39 years	0.0	81.0	-319.0
Men	2031	Saskatchewan	39174	40 to 44 years	0.0	98.0	-304.0
Men	2031	Saskatchewan	34272	45 to 49 years	0.0	123.0	-170.0
Men	2031	Saskatchewan	30959	50 to 54 years	0.0	161.0	-106.0
Men	2031	Saskatchewan	31480	55 to 59 years	0.0	228.0	-73.0
Men	2031	Saskatchewan	34367	60 to 64 years	0.0	364.0	-92.0
Men	2031	Saskatchewan	29809	65 to 69 years	0.0	478.0	-77.0
Men	2031	Saskatchewan	21103	70 to 74 years	0.0	540.0	-17.0
Men	2031	Saskatchewan	12780	75 to 79 years	0.0	528.0	-7.0
Men	2031	Saskatchewan	6009	80 to 84 years	0.0	444.0	-22.0
Men	2031	Saskatchewan	2150	85 to 89 years	0.0	290.0	-1.0
Men	2031	Saskatchewan	448	90 years and older	0.0	131.0	0.0
Women	2031	Saskatchewan	6685	0 years	6766.0	35.0	-46.0
Women	2031	Saskatchewan	36680	5 to 9 years	0.0	4.0	-284.0
Women	2031	Saskatchewan	37124	10 to 14 years	0.0	6.0	-205.0
Women	2031	Saskatchewan	34154	15 to 19 years	0.0	18.0	-261.0
Women	2031	Saskatchewan	33774	20 to 24 years	0.0	28.0	-238.0
Women	2031	Saskatchewan	32329	25 to 29 years	0.0	33.0	-544.0
Women	2031	Saskatchewan	37624	30 to 34 years	0.0	39.0	-427.0
Women	2031	Saskatchewan	40950	35 to 39 years	0.0	52.0	-287.0
Women	2031	Saskatchewan	37782	40 to 44 years	0.0	60.0	-292.0
Women	2031	Saskatchewan	33432	45 to 49 years	0.0	76.0	-128.0
Women	2031	Saskatchewan	30717	50 to 54 years	0.0	99.0	-129.0
Women	2031	Saskatchewan	32390	55 to 59 years	0.0	148.0	-60.0
Women	2031	Saskatchewan	35408	60 to 64 years	0.0	238.0	-101.0
Women	2031	Saskatchewan	31651	65 to 69 years	0.0	324.0	-96.0
Women	2031	Saskatchewan	22818	70 to 74 years	0.0	388.0	-54.0
Women	2031	Saskatchewan	15739	75 to 79 years	0.0	428.0	-7.0
Women	2031	Saskatchewan	9218	80 to 84 years	0.0	437.0	-21.0
Women	2031	Saskatchewan	4780	85 to 89 years	0.0	414.0	-11.0
Women	2031	Saskatchewan	1438	90 years and older	0.0	332.0	-6.0
Men	2031	Alberta	27573	0 years	27736.0	144.0	-19.0
Men	2031	Alberta	152201	5 to 9 years	0.0	15.0	185.0
Men	2031	Alberta	152938	10 to 14 years	0.0	21.0	146.0
Men	2031	Alberta	148395	15 to 19 years	0.0	93.0	465.0
Men	2031	Alberta	158077	20 to 24 years	0.0	171.0	1291.0
Men	2031	Alberta	168818	25 to 29 years	0.0	242.0	630.0
Men	2031	Alberta	185656	30 to 34 years	0.0	295.0	290.0
Men	2031	Alberta	192368	35 to 39 years	0.0	350.0	363.0
Men	2031	Alberta	179475	40 to 44 years	0.0	373.0	215.0
Men	2031	Alberta	151875	45 to 49 years	0.0	429.0	-26.0
Men	2031	Alberta	136078	50 to 54 years	0.0	561.0	-247.0
Men	2031	Alberta	125327	55 to 59 years	0.0	803.0	-399.0
Men	2031	Alberta	127460	60 to 64 years	0.0	1219.0	-271.0
Men	2031	Alberta	107990	65 to 69 years	0.0	1548.0	5.0
Men	2031	Alberta	73597	70 to 74 years	0.0	1666.0	104.0
Men	2031	Alberta	45869	75 to 79 years	0.0	1692.0	91.0
Men	2031	Alberta	21379	80 to 84 years	0.0	1401.0	50.0
Men	2031	Alberta	7620	85 to 89 years	0.0	932.0	15.0
Men	2031	Alberta	1283	90 years and older	0.0	369.0	2.0
Women	2031	Alberta	27650	0 years	27736.0	126.0	40.0
Women	2031	Alberta	143584	5 to 9 years	0.0	12.0	119.0
Women	2031	Alberta	144207	10 to 14 years	0.0	17.0	178.0
Women	2031	Alberta	137725	15 to 19 years	0.0	44.0	201.0
Women	2031	Alberta	148404	20 to 24 years	0.0	86.0	1068.0
Women	2031	Alberta	161786	25 to 29 years	0.0	99.0	661.0
Women	2031	Alberta	183816	30 to 34 years	0.0	132.0	247.0
Women	2031	Alberta	187369	35 to 39 years	0.0	164.0	157.0
Women	2031	Alberta	175114	40 to 44 years	0.0	201.0	279.0
Women	2031	Alberta	147118	45 to 49 years	0.0	243.0	-63.0
Women	2031	Alberta	133956	50 to 54 years	0.0	348.0	-187.0
Women	2031	Alberta	128917	55 to 59 years	0.0	496.0	-180.0
Women	2031	Alberta	134667	60 to 64 years	0.0	788.0	-12.0
Women	2031	Alberta	116993	65 to 69 years	0.0	1061.0	230.0
Women	2031	Alberta	84650	70 to 74 years	0.0	1235.0	310.0
Women	2031	Alberta	56461	75 to 79 years	0.0	1416.0	224.0
Women	2031	Alberta	30791	80 to 84 years	0.0	1352.0	105.0
Women	2031	Alberta	14308	85 to 89 years	0.0	1218.0	43.0
Women	2031	Alberta	3887	90 years and older	0.0	880.0	12.0
Men	2031	British Columbia	26450	0 years	26456.0	98.0	92.0
Men	2031	British Columbia	135966	5 to 9 years	0.0	12.0	427.0
Men	2031	British Columbia	140680	10 to 14 years	0.0	14.0	258.0
Men	2031	British Columbia	149794	15 to 19 years	0.0	73.0	73.0
Men	2031	British Columbia	188717	20 to 24 years	0.0	171.0	856.0
Men	2031	British Columbia	230473	25 to 29 years	0.0	295.0	1854.0
Men	2031	British Columbia	234546	30 to 34 years	0.0	355.0	1331.0
Men	2031	British Columbia	211669	35 to 39 years	0.0	375.0	847.0
Men	2031	British Columbia	190734	40 to 44 years	0.0	411.0	788.0
Men	2031	British Columbia	164185	45 to 49 years	0.0	461.0	502.0
Men	2031	British Columbia	164069	50 to 54 years	0.0	678.0	459.0
Men	2031	British Columbia	164915	55 to 59 years	0.0	1002.0	564.0
Men	2031	British Columbia	169471	60 to 64 years	0.0	1536.0	431.0
Men	2031	British Columbia	147885	65 to 69 years	0.0	1971.0	267.0
Men	2031	British Columbia	115239	70 to 74 years	0.0	2331.0	80.0
Men	2031	British Columbia	77111	75 to 79 years	0.0	2576.0	-4.0
Men	2031	British Columbia	38104	80 to 84 years	0.0	2291.0	1.0
Men	2031	British Columbia	13731	85 to 89 years	0.0	1602.0	0.0
Men	2031	British Columbia	2634	90 years and older	0.0	702.0	-3.0
Women	2031	British Columbia	26403	0 years	26456.0	92.0	39.0
Women	2031	British Columbia	129375	5 to 9 years	0.0	12.0	431.0
Women	2031	British Columbia	131949	10 to 14 years	0.0	10.0	257.0
Women	2031	British Columbia	142941	15 to 19 years	0.0	42.0	217.0
Women	2031	British Columbia	181991	20 to 24 years	0.0	72.0	845.0
Women	2031	British Columbia	219424	25 to 29 years	0.0	106.0	1607.0
Women	2031	British Columbia	227033	30 to 34 years	0.0	130.0	1348.0
Women	2031	British Columbia	207084	35 to 39 years	0.0	165.0	782.0
Women	2031	British Columbia	190202	40 to 44 years	0.0	187.0	618.0
Women	2031	British Columbia	171067	45 to 49 years	0.0	249.0	507.0
Women	2031	British Columbia	177663	50 to 54 years	0.0	385.0	573.0
Women	2031	British Columbia	176358	55 to 59 years	0.0	591.0	422.0
Women	2031	British Columbia	184601	60 to 64 years	0.0	936.0	429.0
Women	2031	British Columbia	167555	65 to 69 years	0.0	1296.0	252.0
Women	2031	British Columbia	132461	70 to 74 years	0.0	1692.0	18.0
Women	2031	British Columbia	92124	75 to 79 years	0.0	2083.0	-77.0
Women	2031	British Columbia	51788	80 to 84 years	0.0	2155.0	13.0
Women	2031	British Columbia	23287	85 to 89 years	0.0	1929.0	-21.0
Women	2031	British Columbia	6682	90 years and older	0.0	1460.0	0.0
Men	2031	Yukon	296	0 years	295.0	1.0	2.0
Men	2031	Yukon	1348	5 to 9 years	0.0	0.0	10.0
Men	2031	Yukon	1328	10 to 14 years	0.0	0.0	0.0
Men	2031	Yukon	1294	15 to 19 years	0.0	1.0	11.0
Men	2031	Yukon	1663	20 to 24 years	0.0	3.0	47.0
Men	2031	Yukon	2116	25 to 29 years	0.0	5.0	50.0
Men	2031	Yukon	2246	30 to 34 years	0.0	5.0	38.0
Men	2031	Yukon	2332	35 to 39 years	0.0	5.0	51.0
Men	2031	Yukon	1830	40 to 44 years	0.0	3.0	15.0
Men	2031	Yukon	1454	45 to 49 years	0.0	4.0	7.0
Men	2031	Yukon	1323	50 to 54 years	0.0	5.0	1.0
Men	2031	Yukon	1219	55 to 59 years	0.0	6.0	-6.0
Men	2031	Yukon	1336	60 to 64 years	0.0	12.0	-1.0
Men	2031	Yukon	1119	65 to 69 years	0.0	17.0	-9.0
Men	2031	Yukon	746	70 to 74 years	0.0	20.0	-4.0
Men	2031	Yukon	466	75 to 79 years	0.0	21.0	-3.0
Men	2031	Yukon	162	80 to 84 years	0.0	15.0	0.0
Men	2031	Yukon	48	85 to 89 years	0.0	6.0	0.0
Men	2031	Yukon	17	90 years and older	0.0	3.0	0.0
Women	2031	Yukon	298	0 years	295.0	1.0	4.0
Women	2031	Yukon	1296	5 to 9 years	0.0	0.0	8.0
Women	2031	Yukon	1201	10 to 14 years	0.0	0.0	6.0
Women	2031	Yukon	1127	15 to 19 years	0.0	0.0	4.0
Women	2031	Yukon	1674	20 to 24 years	0.0	1.0	47.0
Women	2031	Yukon	2229	25 to 29 years	0.0	2.0	59.0
Women	2031	Yukon	2345	30 to 34 years	0.0	3.0	36.0
Women	2031	Yukon	2358	35 to 39 years	0.0	0.0	38.0
Women	2031	Yukon	1788	40 to 44 years	0.0	3.0	11.0
Women	2031	Yukon	1465	45 to 49 years	0.0	2.0	1.0
Women	2031	Yukon	1253	50 to 54 years	0.0	2.0	-19.0
Women	2031	Yukon	1186	55 to 59 years	0.0	6.0	-3.0
Women	2031	Yukon	1458	60 to 64 years	0.0	7.0	-2.0
Women	2031	Yukon	1060	65 to 69 years	0.0	13.0	-14.0
Women	2031	Yukon	731	70 to 74 years	0.0	18.0	0.0
Women	2031	Yukon	484	75 to 79 years	0.0	15.0	1.0
Women	2031	Yukon	157	80 to 84 years	0.0	10.0	0.0
Women	2031	Yukon	67	85 to 89 years	0.0	7.0	0.0
Women	2031	Yukon	20	90 years and older	0.0	3.0	0.0
Men	2031	Northwest Territories	275	0 years	277.0	1.0	-1.0
Men	2031	Northwest Territories	1377	5 to 9 years	0.0	0.0	-16.0
Men	2031	Northwest Territories	1288	10 to 14 years	0.0	0.0	-17.0
Men	2031	Northwest Territories	1335	15 to 19 years	0.0	0.0	-11.0
Men	2031	Northwest Territories	1654	20 to 24 years	0.0	3.0	32.0
Men	2031	Northwest Territories	2005	25 to 29 years	0.0	5.0	8.0
Men	2031	Northwest Territories	1803	30 to 34 years	0.0	5.0	-22.0
Men	2031	Northwest Territories	1659	35 to 39 years	0.0	5.0	-5.0
Men	2031	Northwest Territories	1420	40 to 44 years	0.0	4.0	-20.0
Men	2031	Northwest Territories	1260	45 to 49 years	0.0	5.0	-18.0
Men	2031	Northwest Territories	1507	50 to 54 years	0.0	6.0	0.0
Men	2031	Northwest Territories	1275	55 to 59 years	0.0	8.0	-13.0
Men	2031	Northwest Territories	1101	60 to 64 years	0.0	13.0	-28.0
Men	2031	Northwest Territories	649	65 to 69 years	0.0	13.0	-22.0
Men	2031	Northwest Territories	461	70 to 74 years	0.0	16.0	-4.0
Men	2031	Northwest Territories	289	75 to 79 years	0.0	15.0	0.0
Men	2031	Northwest Territories	100	80 to 84 years	0.0	8.0	0.0
Men	2031	Northwest Territories	31	85 to 89 years	0.0	5.0	0.0
Men	2031	Northwest Territories	7	90 years and older	0.0	2.0	0.0
Women	2031	Northwest Territories	267	0 years	277.0	1.0	-9.0
Women	2031	Northwest Territories	1426	5 to 9 years	0.0	0.0	-5.0
Women	2031	Northwest Territories	1380	10 to 14 years	0.0	0.0	-12.0
Women	2031	Northwest Territories	1349	15 to 19 years	0.0	0.0	0.0
Women	2031	Northwest Territories	1467	20 to 24 years	0.0	2.0	3.0
Women	2031	Northwest Territories	1829	25 to 29 years	0.0	1.0	17.0
Women	2031	Northwest Territories	1612	30 to 34 years	0.0	1.0	-29.0
Women	2031	Northwest Territories	1556	35 to 39 years	0.0	1.0	-16.0
Women	2031	Northwest Territories	1472	40 to 44 years	0.0	2.0	-14.0
Women	2031	Northwest Territories	1303	45 to 49 years	0.0	3.0	-10.0
Women	2031	Northwest Territories	1351	50 to 54 years	0.0	4.0	-7.0
Women	2031	Northwest Territories	1000	55 to 59 years	0.0	5.0	-37.0
Women	2031	Northwest Territories	1121	60 to 64 years	0.0	8.0	-9.0
Women	2031	Northwest Territories	668	65 to 69 years	0.0	7.0	-19.0
Women	2031	Northwest Territories	506	70 to 74 years	0.0	11.0	0.0
Women	2031	Northwest Territories	284	75 to 79 years	0.0	12.0	0.0
Women	2031	Northwest Territories	113	80 to 84 years	0.0	11.0	-2.0
Women	2031	Northwest Territories	30	85 to 89 years	0.0	5.0	0.0
Women	2031	Northwest Territories	17	90 years and older	0.0	4.0	0.0
Men	2031	Nunavut	425	0 years	437.0	8.0	-4.0
Men	2031	Nunavut	2122	5 to 9 years	0.0	0.0	-16.0
Men	2031	Nunavut	1827	10 to 14 years	0.0	1.0	-15.0
Men	2031	Nunavut	1621	15 to 19 years	0.0	7.0	-2.0
Men	2031	Nunavut	1623	20 to 24 years	0.0	7.0	3.0
Men	2031	Nunavut	1624	25 to 29 years	0.0	7.0	5.0
Men	2031	Nunavut	1583	30 to 34 years	0.0	6.0	-7.0
Men	2031	Nunavut	1415	35 to 39 years	0.0	5.0	1.0
Men	2031	Nunavut	1168	40 to 44 years	0.0	5.0	-5.0
Men	2031	Nunavut	1134	45 to 49 years	0.0	6.0	11.0
Men	2031	Nunavut	1123	50 to 54 years	0.0	7.0	14.0
Men	2031	Nunavut	817	55 to 59 years	0.0	8.0	-14.0
Men	2031	Nunavut	521	60 to 64 years	0.0	8.0	-18.0
Men	2031	Nunavut	258	65 to 69 years	0.0	6.0	-10.0
Men	2031	Nunavut	182	70 to 74 years	0.0	7.0	-2.0
Men	2031	Nunavut	88	75 to 79 years	0.0	5.0	-1.0
Men	2031	Nunavut	21	80 to 84 years	0.0	3.0	0.0
Men	2031	Nunavut	14	85 to 89 years	0.0	1.0	0.0
Men	2031	Nunavut	7	90 years and older	0.0	0.0	0.0
Women	2031	Nunavut	423	0 years	437.0	6.0	-8.0
Women	2031	Nunavut	2131	5 to 9 years	0.0	0.0	-6.0
Women	2031	Nunavut	1972	10 to 14 years	0.0	1.0	-6.0
Women	2031	Nunavut	1734	15 to 19 years	0.0	2.0	-4.0
Women	2031	Nunavut	1554	20 to 24 years	0.0	2.0	-3.0
Women	2031	Nunavut	1689	25 to 29 years	0.0	3.0	8.0
Women	2031	Nunavut	1471	30 to 34 years	0.0	3.0	-13.0
Women	2031	Nunavut	1167	35 to 39 years	0.0	2.0	-18.0
Women	2031	Nunavut	1144	40 to 44 years	0.0	2.0	1.0
Women	2031	Nunavut	936	45 to 49 years	0.0	3.0	-3.0
Women	2031	Nunavut	1167	50 to 54 years	0.0	6.0	6.0
Women	2031	Nunavut	867	55 to 59 years	0.0	5.0	-6.0
Women	2031	Nunavut	453	60 to 64 years	0.0	7.0	-14.0
Women	2031	Nunavut	254	65 to 69 years	0.0	6.0	-9.0
Women	2031	Nunavut	196	70 to 74 years	0.0	7.0	-2.0
Women	2031	Nunavut	74	75 to 79 years	0.0	5.0	0.0
Women	2031	Nunavut	28	80 to 84 years	0.0	3.0	0.0
Women	2031	Nunavut	11	85 to 89 years	0.0	2.0	0.0
Women	2031	Nunavut	5	90 years and older	0.0	0.0	0.0
Men	2032	Alberta	107635	1 to 4 years	0.0	22.0	67.0
Men	2032	British Columbia	94514	1 to 4 years	0.0	13.0	357.0
Men	2032	Manitoba	32253	1 to 4 years	0.0	11.0	-184.0
Men	2032	New Brunswick	15261	1 to 4 years	0.0	1.0	110.0
Men	2032	Newfoundland and Labrador	8252	1 to 4 years	0.0	0.0	13.0
Men	2032	Northwest Territories	1030	1 to 4 years	0.0	0.0	-11.0
Men	2032	Nova Scotia	18395	1 to 4 years	0.0	3.0	108.0
Men	2032	Nunavut	1623	1 to 4 years	0.0	1.0	-12.0
Men	2032	Ontario	294353	1 to 4 years	0.0	55.0	68.0
Men	2032	Prince Edward Island	3229	1 to 4 years	0.0	0.0	30.0
Men	2032	Quebec	174950	1 to 4 years	0.0	29.0	-222.0
Men	2032	Saskatchewan	26691	1 to 4 years	0.0	9.0	-264.0
Men	2032	Yukon	1048	1 to 4 years	0.0	0.0	15.0
Women	2032	Alberta	102533	1 to 4 years	0.0	18.0	72.0
Women	2032	British Columbia	89905	1 to 4 years	0.0	13.0	298.0
Women	2032	Manitoba	31120	1 to 4 years	0.0	8.0	-202.0
Women	2032	New Brunswick	14130	1 to 4 years	0.0	1.0	98.0
Women	2032	Newfoundland and Labrador	7806	1 to 4 years	0.0	1.0	11.0
Women	2032	Northwest Territories	928	1 to 4 years	0.0	0.0	-16.0
Women	2032	Nova Scotia	17486	1 to 4 years	0.0	2.0	104.0
Women	2032	Nunavut	1550	1 to 4 years	0.0	1.0	-15.0
Women	2032	Ontario	282700	1 to 4 years	0.0	33.0	85.0
Women	2032	Prince Edward Island	3213	1 to 4 years	0.0	0.0	37.0
Women	2032	Quebec	165046	1 to 4 years	0.0	21.0	-191.0
Women	2032	Saskatchewan	25780	1 to 4 years	0.0	8.0	-219.0
Women	2032	Yukon	1004	1 to 4 years	0.0	0.0	11.0
Men	2032	Newfoundland and Labrador	1855	0 years	1856.0	10.0	9.0
Men	2032	Newfoundland and Labrador	11992	5 to 9 years	0.0	1.0	-4.0
Men	2032	Newfoundland and Labrador	13281	10 to 14 years	0.0	1.0	6.0
Men	2032	Newfoundland and Labrador	13872	15 to 19 years	0.0	6.0	-39.0
Men	2032	Newfoundland and Labrador	13537	20 to 24 years	0.0	10.0	-205.0
Men	2032	Newfoundland and Labrador	13418	25 to 29 years	0.0	15.0	-164.0
Men	2032	Newfoundland and Labrador	14374	30 to 34 years	0.0	18.0	-106.0
Men	2032	Newfoundland and Labrador	15029	35 to 39 years	0.0	25.0	-63.0
Men	2032	Newfoundland and Labrador	15173	40 to 44 years	0.0	32.0	-63.0
Men	2032	Newfoundland and Labrador	16905	45 to 49 years	0.0	50.0	52.0
Men	2032	Newfoundland and Labrador	18159	50 to 54 years	0.0	85.0	39.0
Men	2032	Newfoundland and Labrador	20219	55 to 59 years	0.0	147.0	80.0
Men	2032	Newfoundland and Labrador	20118	60 to 64 years	0.0	227.0	71.0
Men	2032	Newfoundland and Labrador	18000	65 to 69 years	0.0	301.0	46.0
Men	2032	Newfoundland and Labrador	13652	70 to 74 years	0.0	383.0	9.0
Men	2032	Newfoundland and Labrador	8464	75 to 79 years	0.0	393.0	5.0
Men	2032	Newfoundland and Labrador	3112	80 to 84 years	0.0	271.0	1.0
Men	2032	Newfoundland and Labrador	775	85 to 89 years	0.0	127.0	0.0
Men	2032	Newfoundland and Labrador	82	90 years and older	0.0	27.0	0.0
Women	2032	Newfoundland and Labrador	1851	0 years	1856.0	7.0	2.0
Women	2032	Newfoundland and Labrador	11597	5 to 9 years	0.0	1.0	10.0
Women	2032	Newfoundland and Labrador	12503	10 to 14 years	0.0	1.0	0.0
Women	2032	Newfoundland and Labrador	12772	15 to 19 years	0.0	3.0	-37.0
Women	2032	Newfoundland and Labrador	12537	20 to 24 years	0.0	4.0	-164.0
Women	2032	Newfoundland and Labrador	12672	25 to 29 years	0.0	7.0	-111.0
Women	2032	Newfoundland and Labrador	14492	30 to 34 years	0.0	9.0	-57.0
Women	2032	Newfoundland and Labrador	15947	35 to 39 years	0.0	14.0	0.0
Women	2032	Newfoundland and Labrador	16281	40 to 44 years	0.0	19.0	-15.0
Women	2032	Newfoundland and Labrador	17587	45 to 49 years	0.0	32.0	56.0
Women	2032	Newfoundland and Labrador	19403	50 to 54 years	0.0	55.0	41.0
Women	2032	Newfoundland and Labrador	21559	55 to 59 years	0.0	98.0	88.0
Women	2032	Newfoundland and Labrador	21261	60 to 64 years	0.0	155.0	65.0
Women	2032	Newfoundland and Labrador	19650	65 to 69 years	0.0	219.0	18.0
Women	2032	Newfoundland and Labrador	15802	70 to 74 years	0.0	300.0	-10.0
Women	2032	Newfoundland and Labrador	10550	75 to 79 years	0.0	355.0	15.0
Women	2032	Newfoundland and Labrador	4720	80 to 84 years	0.0	292.0	-4.0
Women	2032	Newfoundland and Labrador	1585	85 to 89 years	0.0	192.0	0.0
Women	2032	Newfoundland and Labrador	288	90 years and older	0.0	78.0	0.0
Men	2032	Prince Edward Island	885	0 years	869.0	2.0	18.0
Men	2032	Prince Edward Island	4496	5 to 9 years	0.0	0.0	7.0
Men	2032	Prince Edward Island	4625	10 to 14 years	0.0	0.0	-3.0
Men	2032	Prince Edward Island	4855	15 to 19 years	0.0	2.0	-5.0
Men	2032	Prince Edward Island	8411	20 to 24 years	0.0	4.0	156.0
Men	2032	Prince Edward Island	6443	25 to 29 years	0.0	4.0	-35.0
Men	2032	Prince Edward Island	5768	30 to 34 years	0.0	5.0	38.0
Men	2032	Prince Edward Island	5176	35 to 39 years	0.0	3.0	16.0
Men	2032	Prince Edward Island	4847	40 to 44 years	0.0	6.0	-10.0
Men	2032	Prince Edward Island	4916	45 to 49 years	0.0	9.0	3.0
Men	2032	Prince Edward Island	5033	50 to 54 years	0.0	20.0	0.0
Men	2032	Prince Edward Island	5623	55 to 59 years	0.0	33.0	48.0
Men	2032	Prince Edward Island	5693	60 to 64 years	0.0	54.0	30.0
Men	2032	Prince Edward Island	5045	65 to 69 years	0.0	74.0	40.0
Men	2032	Prince Edward Island	3767	70 to 74 years	0.0	91.0	22.0
Men	2032	Prince Edward Island	2336	75 to 79 years	0.0	97.0	-5.0
Men	2032	Prince Edward Island	841	80 to 84 years	0.0	67.0	-5.0
Men	2032	Prince Edward Island	271	85 to 89 years	0.0	40.0	0.0
Men	2032	Prince Edward Island	44	90 years and older	0.0	12.0	0.0
Women	2032	Prince Edward Island	875	0 years	869.0	4.0	10.0
Women	2032	Prince Edward Island	4365	5 to 9 years	0.0	0.0	32.0
Women	2032	Prince Edward Island	4548	10 to 14 years	0.0	0.0	1.0
Women	2032	Prince Edward Island	4659	15 to 19 years	0.0	0.0	-21.0
Women	2032	Prince Edward Island	7536	20 to 24 years	0.0	2.0	77.0
Women	2032	Prince Edward Island	6076	25 to 29 years	0.0	1.0	8.0
Women	2032	Prince Edward Island	5914	30 to 34 years	0.0	2.0	53.0
Women	2032	Prince Edward Island	5425	35 to 39 years	0.0	3.0	-2.0
Women	2032	Prince Edward Island	5289	40 to 44 years	0.0	5.0	-20.0
Women	2032	Prince Edward Island	5315	45 to 49 years	0.0	7.0	14.0
Women	2032	Prince Edward Island	5504	50 to 54 years	0.0	12.0	19.0
Women	2032	Prince Edward Island	6144	55 to 59 years	0.0	20.0	58.0
Women	2032	Prince Edward Island	6302	60 to 64 years	0.0	36.0	31.0
Women	2032	Prince Edward Island	5761	65 to 69 years	0.0	49.0	34.0
Women	2032	Prince Edward Island	4470	70 to 74 years	0.0	69.0	17.0
Women	2032	Prince Edward Island	3073	75 to 79 years	0.0	81.0	3.0
Women	2032	Prince Edward Island	1569	80 to 84 years	0.0	73.0	4.0
Women	2032	Prince Edward Island	645	85 to 89 years	0.0	61.0	1.0
Women	2032	Prince Edward Island	114	90 years and older	0.0	30.0	0.0
Men	2032	Nova Scotia	4754	0 years	4740.0	20.0	34.0
Men	2032	Nova Scotia	26733	5 to 9 years	0.0	2.0	123.0
Men	2032	Nova Scotia	27923	10 to 14 years	0.0	2.0	113.0
Men	2032	Nova Scotia	28150	15 to 19 years	0.0	13.0	116.0
Men	2032	Nova Scotia	36609	20 to 24 years	0.0	29.0	192.0
Men	2032	Nova Scotia	39405	25 to 29 years	0.0	35.0	77.0
Men	2032	Nova Scotia	37993	30 to 34 years	0.0	35.0	148.0
Men	2032	Nova Scotia	34918	35 to 39 years	0.0	46.0	158.0
Men	2032	Nova Scotia	32189	40 to 44 years	0.0	58.0	97.0
Men	2032	Nova Scotia	30573	45 to 49 years	0.0	83.0	116.0
Men	2032	Nova Scotia	31779	50 to 54 years	0.0	138.0	144.0
